title,price,negotiations,city,area,price_for_meter,link
Działka pod budowę domu Ciechanów - Rzeczki,137 000 zł,,Ciechanów,1 370 m²,100 zł/m²,https://www.olx.pl/d/oferta/dzialka-pod-budowe-domu-ciechanow-rzeczki-CID3-IDTGk3E.html
Działka Super lokalizacja bezpośrednio 1170m2,170 000 zł,do negocjacji,Rozlazłów,1 170 m²,145.3 zł/m²,https://www.olx.pl/d/oferta/dzialka-super-lokalizacja-bezposrednio-1170m2-CID3-IDKt3ea.html
Działka budowlana,220 000 zł,,Tłuszcz,1 104 m²,199.28 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDVcl5k.html
Działki Nowa Wrona 10 gmina Joniec,54 900 zł,,Nowa Wrona,833 m²,65.91 zł/m²,https://www.olx.pl/d/oferta/dzialki-nowa-wrona-10-gmina-joniec-CID3-IDK52sA.html
"Konstancin, działka1818 ;Dobra loklizacja;strefa B",1 649 900 zł,,Konstancin-Jeziorna,1 818 m²,907.54 zł/m²,https://www.otodom.pl/pl/oferta/konstancin-dzialka1818-dobra-loklizacjastrefa-b-ID4kX0f.html
Działka przy ul Jastrzębskiego Janiszpol Radom,180 000 zł,do negocjacji,Radom,865 m²,208.09 zł/m²,https://www.olx.pl/d/oferta/dzialka-przy-ul-jastrzebskiego-janiszpol-radom-CID3-IDY6WPA.html
Działka Stare Opole 926m,325 000 zł,do negocjacji,Stare Opole,926 m²,350.97 zł/m²,https://www.olx.pl/d/oferta/dzialka-stare-opole-926m-CID3-IDYlFu3.html
Dziechciniec - Działka budowlana z MPZP,285 000 zł,,Dziechciniec,1 583 m²,180.04 zł/m²,https://www.olx.pl/d/oferta/dziechciniec-dzialka-budowlana-z-mpzp-CID3-IDYlERo.html
"Działki uzbrojone z warunkami zabudowy, Nowa Wieś, Sokołów Podlaski",125 000 zł,do negocjacji,Sokołów Podlaski,1 171 m²,106.75 zł/m²,https://www.olx.pl/d/oferta/dzialki-uzbrojone-z-warunkami-zabudowy-nowa-wies-sokolow-podlaski-CID3-IDW3Aqu.html
"Działka Żabia Wola,Słubica Wieś 1000 m2. pod zabudowę jednorodzinną.",220 000 zł,do negocjacji,Słubica-Wieś,1 000 m²,220 zł/m²,https://www.olx.pl/d/oferta/dzialka-zabia-wola-slubica-wies-1000-m2-pod-zabudowe-jednorodzinna-CID3-IDYlrf3.html
Działka 2499m2 za 99 000zł warunki zabudowy,99 000 zł,,Grabszczyzna,2 429 m²,40.76 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-2499m2-za-99-000zl-warunki-zabudowy-ID4itvz.html
Działka działki Budowlane Krakowiany gm Nadarzyn 25 km od Warszawy,280 000 zł,,Krakowiany,1 525 m²,183.61 zł/m²,https://www.olx.pl/d/oferta/dzialka-dzialki-budowlane-krakowiany-gm-nadarzyn-25-km-od-warszawy-CID3-IDP9Fsr.html
"Działka budowlana, KURÓW cicha okolica - 30 km od Lublina",110 000 zł,do negocjacji,Płonki,2 176 m²,50.55 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-kurow-cicha-okolica-30-km-od-lublina-CID3-IDYlEvF.html
"Sprzedam działkę budowlaną Romany Sebory , Przasnysz",150 000 zł,,Romany-Sebory,1 000 m²,150 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-romany-sebory-przasnysz-CID3-IDVFk2c.html
Anielin gmina Magnuszew Działki Budowlane 1300 m2,91 000 zł,,Rozniszew,1 300 m²,70 zł/m²,https://www.otodom.pl/pl/oferta/anielin-gmina-magnuszew-dzialki-budowlane-1300-m2-ID4oLbc.html
Działka z domem i stawem w Budach Czarnockich blisko Łomży,680 000 zł,do negocjacji,Budy Czarnockie,5 215 m²,130.39 zł/m²,https://www.olx.pl/d/oferta/dzialka-z-domem-i-stawem-w-budach-czarnockich-blisko-lomzy-CID3-IDXNOuo.html
Sprzedam działkę budowlaną w Ossowie,365 000 zł,do negocjacji,Ossów,1 100 m²,331.82 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-ossowie-CID3-IDV5DOF.html
*DZIAŁKA 1000m2* w Dobczynie,300 000 zł,,Dobczyn,1 000 m²,300 zł/m²,https://www.olx.pl/d/oferta/dzialka-1000m2-w-dobczynie-CID3-IDYlC4U.html
"Działki budowlane, Borkowo Kościelne (koło Sierpca)",85 000 zł,do negocjacji,Borkowo Kościelne,1 000 m²,85 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-borkowo-koscielne-kolo-sierpca-CID3-IDXHYaF.html
Działka budowlana lub rekreacyjna.,38 800 zł,,Kawęczyn,1 600 m²,24.25 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-lub-rekreacyjna-CID3-IDYlACA.html
Działka na sprzedaż.,55 000 zł,do negocjacji,Podebłocie,1 480 m²,37.16 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-sprzedaz-CID3-IDY80bw.html
Sprzedam działkę w Łagowie,95 000 zł,,Łagów,1 700 m²,55.88 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-w-lagowie-CID3-IDhZCZx.html
Działka budowlana Tomaszów Maz. 1315m2,235 000 zł,do negocjacji,Tomaszów Mazowiecki,1 315 m²,178.71 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-tomaszow-maz-1315m2-CID3-IDIrGq2.html
Duchnów Piękna Działka BUDOWLANA 1200m - MEDIA - MPZP,382 800 zł,,Duchnów,1 200 m²,319 zł/m²,https://www.olx.pl/d/oferta/duchnow-piekna-dzialka-budowlana-1200m-media-mpzp-CID3-IDXD6fG.html
Sprzedam ładną działkę 1500m2 Milanówek Polesie OKAZJA,550 000 zł,do negocjacji,Milanówek,1 500 m²,366.67 zł/m²,https://www.olx.pl/d/oferta/sprzedam-ladna-dzialke-1500m2-milanowek-polesie-okazja-CID3-IDY5yON.html
działka w Maliszewie 1500 m2,110 000 zł,,Maliszew,1 500 m²,73.33 zł/m²,https://www.olx.pl/d/oferta/dzialka-w-maliszewie-1500-m2-CID3-IDYlzXW.html
Górzno ul. Akacjowa. Działka Budowlana.,79 000 zł,,Górzno,1 365 m²,57.88 zł/m²,https://www.olx.pl/d/oferta/gorzno-ul-akacjowa-dzialka-budowlana-CID3-IDYlzzq.html
Działka Żyrzyn przy głównej ulicy,155 000 zł,do negocjacji,Żyrzyn,2 535 m²,61.14 zł/m²,https://www.olx.pl/d/oferta/dzialka-zyrzyn-przy-glownej-ulicy-CID3-IDW5jJ7.html
Działka budowlana ul. Cudna Nadarzyn (rezerwacja),420 000 zł,,Nadarzyn,950 m²,442.11 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-ul-cudna-nadarzyn-rezerwacja-ID4oL6n.html
Działka na sprzedaż Makowiec blisko Radomia,101 765 zł,,Makowiec,969 m²,105.02 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-sprzedaz-makowiec-blisko-radomia-CID3-IDYlcWR.html
Ładna działka!!! Cicha okolica !!! Blisko Centrum!!!,215 000 zł,do negocjacji,Płońsk,860 m²,250 zł/m²,https://www.olx.pl/d/oferta/ladna-dzialka-cicha-okolica-blisko-centrum-CID3-IDWPWa9.html
"Działka, Cempkowo",150 000 zł,,Cempkowo,2 609 m²,57.49 zł/m²,https://www.otodom.pl/pl/oferta/-ID4mr1I.html
Działka budowlana,95 000 zł,do negocjacji,Gózd,900 m²,105.56 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDYlxBO.html
Działka budowlana Golesze Parcela,98 880 zł,,Golesze-Parcela,1 648 m²,60 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-golesze-parcela-CID3-IDVinNe.html
Działka budowlana w centrum Otwocka,560 000 zł,,Otwock,762 m²,734.91 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-w-centrum-otwocka-ID4nMg0.html
Działki budowlane super lokalizacja przy S19 przystępna cena,200 000 zł,do negocjacji,Turów,3 000 m²,66.67 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-super-lokalizacja-przy-s19-przystepna-cena-CID3-IDYpKBc.html
"Działka budowlana,1200m, Osowiec,30min do Warszawy",275 000 zł,,Osowiec,1 200 m²,229.17 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-1200m-osowiec-30min-do-warszawy-ID4lcbp.html
Działka budowlana,65 000 zł,do negocjacji,Gościmin Wielki,1 270 m²,51.18 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDS7Im6.html
Piękna działka budowlana - inwestycyjna w kwadracie,118 000 zł,do negocjacji,Bednary,1 264 m²,93.35 zł/m²,https://www.olx.pl/d/oferta/piekna-dzialka-budowlana-inwestycyjna-w-kwadracie-CID3-IDY817h.html
Działka budowlana 1000 m2 Wola Paprotnia  gm Mrozy,110 000 zł,,Mrozy,1 000 m²,110 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1000-m2-wola-paprotnia-gm-mrozy-CID3-IDYlvN8.html
Działka budowlana 39 ar Jaciążek,109 000 zł,do negocjacji,Jaciążek,3 900 m²,27.95 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-39-ar-jaciazek-CID3-IDYlwYG.html
Działka budowlana w Nasutowie,200 000 zł,do negocjacji,Nasutów,1 000 m²,200 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-w-nasutowie-CID3-IDX0A2m.html
dzialka budowlana 3000m2,85 000 zł,,Stary Dębsk,3 000 m²,28.33 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-3000m2-CID3-IDPGbng.html
Działka budowlana Budy Czarnockie,85 000 zł,,Budy Czarnockie,1 220 m²,69.67 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-budy-czarnockie-ID4ieKy.html
bud-1263m2/blisko Wkd/dużo zieleni/gm. Michałowice,1 190 000 zł,,Reguły,1 263 m²,942.2 zł/m²,https://www.otodom.pl/pl/oferta/bud-1263m2-blisko-wkd-duzo-zieleni-gm-michalowice-ID4o0Mu.html
Sprzedam działke budowlana w Łącku gm Łąck powiat płocki,90 000 zł,,Łąck,1 055 m²,85.31 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-lacku-gm-lack-powiat-plocki-CID3-IDSeZH0.html
Działka Budowlana,42 900 zł,do negocjacji,Jakubówka,5 700 m²,7.53 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDU5Uxc.html
Sprzedam działkę budowlaną w Różanie,86 000 zł,,Różan,2 560 m²,33.59 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-rozanie-CID3-IDU9wUo.html
Działki Łosewo gm. Pokrzywnica,28 000 zł,,Łosewo,1 000 m²,28 zł/m²,https://www.olx.pl/d/oferta/dzialki-losewo-gm-pokrzywnica-CID3-IDXZmfx.html
Sprzedam działkę budowlana - 4 km od Mławy,142 000 zł,,Mława,1 478 m²,96.08 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-4-km-od-mlawy-CID3-IDYnpD7.html
Sprzedam działkę budowlaną w Błędowie,129 000 zł,,Błędowo,1 001 m²,128.87 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialkebudowlana-w-bledowie-CID3-IDHWTS1.html
Dzialka WZ budowlaną las przylacze wody Strzyboga koło Skierniewic,96 500 zł,,Strzyboga,950 m²,101.58 zł/m²,https://www.olx.pl/d/oferta/dzialka-wz-budowlana-las-przylacze-wody-strzyboga-kolo-skierniewic-CID3-IDYlsbl.html
Działka rolno-budowlana,180 000 zł,,Świdnik Duży Drugi,2 000 m²,90 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-CID3-IDYlsol.html
Działka budowlana 17ar z przyłączami,42 000 zł,,Skudzawy,1 715 m²,24.49 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-17ar-z-przylaczami-CID3-IDYlrwe.html
"Działka Stanisławów Duży, gm. Kamionka",89 000 zł,,Stanisławów Duży,11 700 m²,7.61 zł/m²,https://www.olx.pl/d/oferta/dzialka-stanislawow-duzy-gm-kamionka-CID3-IDXvRH8.html
"Działka 2 km od centrum, Garbów",129 000 zł,,Garbów I,1 000 m²,129 zł/m²,https://www.olx.pl/d/oferta/dzialka-2-km-od-centrum-garbow-CID3-IDXzYjn.html
"Na sprzedaż działka budowlana, Rudka Kozłowiecka",129 000 zł,do negocjacji,Rudka Kozłowiecka,1 279 m²,100.86 zł/m²,https://www.olx.pl/d/oferta/na-sprzedaz-dzialka-budowlana-rudka-kozlowiecka-CID3-IDVeuI4.html
Nowa Wieś k. Pruszkowa. Dom/Działka - staw,1 450 000 zł,,Pruszków,3 300 m²,439.39 zł/m²,https://www.otodom.pl/pl/oferta/nowa-wies-k-pruszkowa-dom-dzialka-staw-ID4oAp0.html
"Działka budowlana 1000 m. Kutno ul. Bzów gaz , kanalizacja, prąd, woda",190 000 zł,do negocjacji,Kutno,1 000 m²,190 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1000-m-kutno-ul-bzow-gaz-kanalizacja-prad-woda-CID3-IDzqeUR.html
Market Centum miasta główna ulica 0% prowizji,1 250 000 zł,,Zgierz,2 200 m²,568.18 zł/m²,https://www.otodom.pl/pl/oferta/market-centum-miasta-glowna-ulica-0-prowizji-ID4mcRl.html
Działka budowlana ze stawem Augustów gm. Kowala/ powiat Radom,280 000 zł,do negocjacji,Augustów,2 500 m²,112 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-ze-stawem-augustow-gm-kowala-powiat-radom-CID3-IDVGkUz.html
Sprzedam Działkę 2327m2/Cząstków Maz. Małotka,795 834 zł,,Czosnów,2 327 m²,342 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-2327m2-czastkow-maz-malotka-CID3-IDVqaGv.html
Działki budowlane Konstantynów Łódzki,260 010 zł,,Konstantynów Łódzki,963 m²,270 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-konstantynow-lodzki-CID3-IDVUA9M.html
Działka w super lokalizacji,499 000 zł,do negocjacji,Grabina,2 033 m²,245.45 zł/m²,https://www.olx.pl/d/oferta/dzialka-w-super-lokalizacji-CID3-IDVLf1v.html
Działka budowlana BRONISZE(Warszawa Zachód)-1241m2,830 000 zł,,Bronisze,1 241 m²,668.82 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-broniszewarszawa-zachod-1241m2-ID4o04m.html
Sprzedam działkę budowlaną k. Łowicza,120 000 zł,,Wrzeczko,1 500 m²,80 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-k-lowicza-CID3-IDYllRD.html
Radom / Rajec Poduchowny / działka budowlana,115 000 zł,,Rajec Poduchowny,899 m²,127.92 zł/m²,https://www.otodom.pl/pl/oferta/radom-rajec-poduchowny-dzialka-budowlana-ID4h56i.html
Działka na sprzedaż,85 500 zł,do negocjacji,Płock,1 000 m²,85.5 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-sprzedaz-CID3-IDY9PwQ.html
Działka budowlana w sąsiedztwie lasu!,60 000 zł,,Karolinów,1 000 m²,60 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-w-sasiedztwie-lasu-ID4lyxm.html
Działki budowlane w Dąbrowicy - ul. Owocowa,250 740 zł,,Dąbrowica,1 393 m²,180 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-budowlane-w-dabrowicy-ul-owocowa-ID4oKU6.html
Działka budowlana Uwieliny,145 000 zł,,Uwieliny,1 444 m²,100.42 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-uwieliny-CID3-IDYlkV5.html
Działka Budowalna z WZ WOZNIKI 4 działki Okazja!,67 000 zł,do negocjacji,Płońsk,1 500 m²,44.67 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowalna-z-wz-wozniki-4-dzialki-okazja-CID3-IDOgB0V.html
Działka budowlana,155 540 zł,do negocjacji,Kozły,1 111 m²,140 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDWeVEb.html
W okolicach Zalewu Zegrzyńskiego. Działka,119 000 zł,,Serock,900 m²,132.22 zł/m²,https://www.otodom.pl/pl/oferta/w-okolicach-zalewu-zegrzynskiego-dzialka-ID4o66s.html
"Zielonka, idealna pod segmenty",1 850 000 zł,,Zielonka,1 700 m²,1088.24 zł/m²,https://www.otodom.pl/pl/oferta/zielonka-idealna-pod-segmenty-ID4m60z.html
Działka na sprzedaż,276 650 zł,do negocjacji,Ryki,2 515 m²,110 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-sprzedaz-CID3-IDVaj0q.html
Działka budowlana z warunkami zabudowy - ostatnia!!!,155 000 zł,,Radom,987 m²,157.04 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-z-warunkami-zabudowy-ostatnia-CID3-IDYmPxn.html
Działka budowlana Janików 1400m2,130 000 zł,do negocjacji,Janików,1 400 m²,92.86 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-janikow-1400m2-CID3-IDRpWd5.html
Działka budowlana,94 000 zł,do negocjacji,Radom,1 350 m²,69.63 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDYlhBd.html
działka budowlana Łódź Teofilów ul. Holenderska,429 000 zł,,"Łódź, Bałuty","739,86 m²",579.84 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-lodz-teofilow-ul-holenderska-ID4oKPl.html
"Cisie, gm. Halinów, działka budowlana pow. 1118m2",340 000 zł,,Cisie,1 118 m²,304.11 zł/m²,https://www.olx.pl/d/oferta/cisie-gm-halinow-dzialka-budowlana-pow-1118m2-CID3-IDYlhFv.html
"Zgierz os. 650-lecia, owsiana. 1tys m2",300 000 zł,,Zgierz,1 000 m²,300 zł/m²,https://www.otodom.pl/pl/oferta/zgierz-os-650-lecia-owsiana-1tys-m2-ID4mEuF.html
działka budowlana Łódź Teofilów Rojna/Holenderska,466 000 zł,,"Łódź, Bałuty","804,09 m²",579.54 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-lodz-teofilow-rojna-holenderska-ID4oKMv.html
Działka budowlana Rusiec 1500 m ogrodzona media,645 000 zł,,Rusiec,1 500 m²,430 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-rusiec-1500-m-ogrodzona-media-CID3-IDXtGha.html
Działka z projektem w Marylce! / Świetna cena!,590 000 zł,,Marylka,7 600 m²,77.63 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-z-projektem-w-marylce-swietna-cena-ID4nEKP.html
"Wyszków, droga S8, Plan M., Warszawa 35km, ZAMIANA",745 998 zł,,Lucynów,8 382 m²,89 zł/m²,https://www.otodom.pl/pl/oferta/wyszkow-droga-s8-plan-m-warszawa-35km-zamiana-ID4oKL5.html
Atrakcyjna działka w Łodzi z pozwoleniem na budowę,500 000 zł,,"Łódź, Widzew",1 010 m²,495.05 zł/m²,https://www.otodom.pl/pl/oferta/atrakcyjna-dzialka-w-lodzi-z-pozwoleniem-na-budowe-ID4oKL1.html
Działka budowlano - rolna,155 000 zł,do negocjacji,Raciąż,4 756 m²,32.59 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlano-rolna-CID3-IDWDime.html
Sprzedam działkę ZdzieszuliceGórne działka Bełchatów prąd woda warunki,119 000 zł,do negocjacji,Zdzieszulice Górne,2 089 m²,56.97 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-zdzieszulicegorne-dzialka-belchatow-prad-woda-warunki-CID3-IDBWVYl.html
Działka rolno-budowlana z MPZP przy DK 50 Janówek/K.Grójca,1 160 000 zł,,Grójec,11 600 m²,100 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-z-mpzp-przy-dk-50-janowek-k-grojca-CID3-IDXb3Ht.html
"Działka, Mińsk Mazowiecki",260 000 zł,,Mińsk Mazowiecki,439 m²,592.26 zł/m²,https://www.otodom.pl/pl/oferta/-ID4oHvk.html
Gospodarstwo rolne z domem mieszkalnym,1 100 000 zł,do negocjacji,Miedzechów,93 400 m²,11.78 zł/m²,https://www.olx.pl/d/oferta/gospodarstwo-rolne-z-domem-mieszkalnym-CID3-IDQKmBy.html
Działka budowlana w Marylce! / Świetna cena !,570 000 zł,,Marylka,3 750 m²,152 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-w-marylce-swietna-cena-ID4o3je.html
Sprzedam działkę budowlaną ze stawem Mysłownia Nowa,200 000 zł,,Mysłownia Nowa,3 261 m²,61.33 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-ze-stawem-myslownia-nowa-CID3-IDYfeEJ.html
Działka Budowlana - Jabłonna,550 000 zł,,Jabłonna,1 000 m²,550 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-jablonna-CID3-IDUfFAC.html
Działka Łagiewniki Nowe,240 000 zł,,Nowe Łagiewniki,2 400 m²,100 zł/m²,https://www.olx.pl/d/oferta/dzialka-lagiewniki-nowe-CID3-IDTBvTe.html
Sprzedam działkę usługowo - budowlaną,420 000 zł,do negocjacji,Bogurzyn,30 000 m²,14 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-uslugowo-budowlana-CID3-IDYl77P.html
Piękna działka budowlano-rolna w Błoniu,705 000 zł,do negocjacji,Błonie,5 890 m²,119.69 zł/m²,https://www.olx.pl/d/oferta/piekna-dzialka-budowlano-rolna-w-bloniu-CID3-IDJQpGm.html
Motycz Leśny - 1391 m2 - blisko Lublina,210 000 zł,,Motycz Leśny,1 391 m²,150.97 zł/m²,https://www.otodom.pl/pl/oferta/motycz-lesny-1391-m2-blisko-lublina-ID4lBsf.html
Abramowice Prywatne-5093m2-7 km od centrum Lublina,1 273 250 zł,,Abramowice Prywatne,5 093 m²,250 zł/m²,https://www.otodom.pl/pl/oferta/abramowice-prywatne-5093m2-7-km-od-centrum-lublina-ID4mBjy.html
Działka budowlana Ustanów 1191m2,273 930 zł,,Ustanów,1 191 m²,230 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-ustanow-1191m2-CID3-IDYpRqW.html
Działka w Bolimowskim Parku Krajobrazowym,577 000 zł,do negocjacji,Wycześniak,5 800 m²,99.48 zł/m²,https://www.olx.pl/d/oferta/dzialka-w-bolimowskim-parku-krajobrazowym-CID3-IDXZuIH.html
Sprzedam bezpośrednio działkę/działki budowlane,199 500 zł,do negocjacji,Gościeńczyce,1 425 m²,140 zł/m²,https://www.olx.pl/d/oferta/sprzedam-bezposrednio-dzialke-dzialki-budowlane-CID3-IDYkqZ2.html
"Wyszków, droga S8, Plan M., Warszawa 35km, ZAMIANA",569 600 zł,,Deskurów,6 400 m²,89 zł/m²,https://www.otodom.pl/pl/oferta/wyszkow-droga-s8-plan-m-warszawa-35km-zamiana-ID4oKHr.html
NAD Jeziorem Ciechomickim - Grabina BUDOWLANA,160 000 zł,,Grabina,900 m²,177.78 zł/m²,https://www.otodom.pl/pl/oferta/nad-jeziorem-ciechomickim-grabina-budowlana-ID4oKiY.html
Duża działka Czeczotki w otuline Kampiskiego Parku,279 000 zł,,Czeczotki,5 702 m²,48.93 zł/m²,https://www.otodom.pl/pl/oferta/duza-dzialka-czeczotki-w-otuline-kampiskiego-parku-ID4oKFQ.html
"Warszawa 35 km, droga S8, Plan Miejscowy, Wyszków",1 340 000 zł,,Ślubów,6 700 m²,200 zł/m²,https://www.otodom.pl/pl/oferta/warszawa-35-km-droga-s8-plan-miejscowy-wyszkow-ID4oKEz.html
Cerekiew Działka rolno budowlana,230 000 zł,do negocjacji,Cerekiew,2 901 m²,79.28 zł/m²,https://www.olx.pl/d/oferta/cerekiew-dzialka-rolno-budowlana-CID3-IDUAHLz.html
działka budowlana  na sprzedaż w spokojnej okolicy.,110 000 zł,do negocjacji,Małęczyn Stary,940 m²,117.02 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-na-sprzedaz-w-spokojnej-okolicy-CID3-IDTprmF.html
Sprzedam działkę budowlaną w Wielogórze koło Radomia 3289m2,296 010 zł,do negocjacji,Radom,3 289 m²,90 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-wielogorze-kolo-radomia-3289m2-CID3-IDYfa4Z.html
Sprzedam działkę budowlaną w Długosiodle,140 000 zł,,Długosiodło,1 000 m²,140 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-dlugosiodle-CID3-IDYl0sd.html
Sprzedam Działka Budowlana,230 000 zł,,Wólka Dworska,872 m²,263.76 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialka-budowlana-CID3-IDYl7Gt.html
Sprzedam działkę budowlaną,54 000 zł,do negocjacji,Drążdżewo Nowe,900 m²,60 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-CID3-IDXV6OM.html
Działka Łacha gm. Serock,153 000 zł,do negocjacji,Łacha,2 264 m²,67.58 zł/m²,https://www.olx.pl/d/oferta/dzialka-lacha-gm-serock-CID3-IDW82ft.html
Sprzedam działkę budowlaną o powierzchni 2310 m2,1 062 600 zł,do negocjacji,Łazy,2 310 m²,460 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-o-powierzchni-2310-m2-CID3-IDYnpL7.html
Działki Skrobów-Kolonia - Lubelskie - Lubartów,138 000 zł,,Skrobów-Kolonia,970 m²,142.27 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-skrobow-kolonia-lubelskie-lubartow-ID4mrkJ.html
"Działka, Konarzyce",131 440 zł,,Konarzyce,848 m²,155 zł/m²,https://www.otodom.pl/pl/oferta/-ID4my1F.html
"Działka, Konarzyce",132 215 zł,,Konarzyce,853 m²,155 zł/m²,https://www.otodom.pl/pl/oferta/-ID4my1E.html
Sprzedam działkę budowlaną na oś. Południe,320 000 zł,,Radom,910 m²,351.65 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-budowlana-na-os-poludnie-ID4nhtx.html
Działka 4500m2 Góraszka gm.Wiązowna,1 800 000 zł,,Góraszka,4 500 m²,400 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-4500m2-goraszka-gm-wiazowna-ID49SXg.html
Sprzedam działkę budowlaną w centrum Pionek.,190 000 zł,do negocjacji,Pionki,200 m²,950 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-centrum-pionek-CID3-IDYl3sV.html
działka budowlana z warunkami zabudowy,250 000 zł,do negocjacji,Zbożenna,3 000 m²,83.33 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-z-warunkami-zabudowy-CID3-IDYe8tU.html
Piękna działka w Słupnie w okolicy Lasu i zabudowy,350 000 zł,do negocjacji,Słupno,800 m²,437.5 zł/m²,https://www.olx.pl/d/oferta/piekna-dzialka-w-slupnie-w-okolicy-lasu-i-zabudowy-CID3-IDXGl9r.html
"Działki budowlane Konstantynów Łódzki, Zgierska 72",207 500 zł,,Konstantynów Łódzki,830 m²,250 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-budowlane-konstantynow-lodzki-zgierska-72-ID4oKuD.html
działka budowlana,130 000 zł,do negocjacji,Stary Gózd,875 m²,148.57 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDXUwMf.html
Sprzedam dzialke w  Maszewie dużym przy lesie!,999 000 zł,do negocjacji,Maszewo Duże,8 897 m²,112.29 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-w-maszewie-duzym-przy-lesie-CID3-IDR9qDP.html
